Customer_No,Campaign_ID,Treatment,Response,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20
1610,1,1,0,0.08,0.13,0.74,0.22,0.45,0.42,0,0.93,0.83,0,0.13,0.19,0.17,0.10,0.12,0.73,0.40,0.84,0.80,0
1611,1,1,0,0.50,0.09,0.14,0.23,0.77,0.46,1,0.00,0.48,1,0.89,0.37,0.40,0.94,0.82,0.19,0.08,0.50,0.73,1
1612,1,1,0,0.70,0.53,0.57,0.55,0.53,0.34,0,0.65,0.68,0,0.39,0.25,0.26,0.28,0.21,0.12,0.48,0.93,0.37,0
1613,1,1,0,0.89,0.07,0.49,0.20,0.56,0.75,0,0.17,0.34,1,0.70,0.75,0.35,0.30,0.18,0.74,0.84,0.05,0.51,1
1614,1,1,0,0.57,0.44,0.21,0.34,0.74,0.07,1,0.65,0.43,0,0.46,0.23,0.35,0.18,0.49,0.26,0.08,0.08,0.61,1
1615,1,1,0,0.14,0.20,0.99,0.28,0.42,0.39,1,0.39,0.62,0,0.60,0.02,0.36,0.79,0.74,0.75,0.32,0.05,0.58,0
1616,1,1,0,0.19,0.55,0.04,0.15,0.79,0.66,1,0.83,0.75,0,0.73,0.66,0.12,0.40,0.62,0.66,0.72,0.14,0.09,1
1617,1,1,0,0.58,0.63,0.20,0.39,0.78,0.68,0,0.44,0.48,0,0.36,0.21,0.60,0.21,0.48,0.16,0.08,0.51,0.49,1
1618,1,1,0,0.43,0.41,0.71,0.53,0.67,0.34,0,0.67,0.49,1,0.30,0.44,0.44,0.64,0.25,0.92,0.36,0.60,0.68,1
1619,1,0,0,0.20,0.21,0.36,0.42,0.72,0.70,1,0.00,0.37,0,0.45,0.75,0.49,0.76,0.31,0.58,0.54,0.37,0.37,0
1620,1,1,0,0.18,0.57,0.80,0.02,0.80,0.32,0,0.00,0.42,0,0.53,0.52,0.94,0.17,0.16,0.55,0.54,0.89,0.65,1
1621,1,1,0,0.20,0.50,0.20,0.40,0.75,0.09,0,0.05,0.19,0,0.53,0.83,0.41,0.08,0.12,0.23,1.00,0.95,0.94,1
1622,1,1,0,0.21,0.35,0.65,0.60,0.70,0.79,0,0.19,0.22,0,0.10,0.30,0.86,0.28,0.29,0.12,0.22,0.69,1.00,0
1623,1,1,0,0.26,0.50,0.18,0.08,0.87,0.37,0,0.66,0.28,0,0.69,0.90,0.53,0.29,0.36,0.36,0.01,0.18,0.91,0
1624,1,1,0,0.09,0.18,0.95,0.29,0.72,0.65,0,0.67,0.61,1,0.05,0.58,0.04,0.78,0.43,0.46,0.78,0.17,0.98,0
1625,1,0,0,0.71,0.70,0.78,0.61,0.34,0.45,1,0.07,0.39,0,0.71,0.13,0.66,0.48,0.22,0.84,0.46,0.81,0.08,1
1626,1,0,0,0.96,0.91,0.43,0.06,0.66,0.09,0,0.62,0.49,1,0.92,0.06,0.48,0.99,0.16,0.09,0.85,0.27,0.20,0
1627,1,1,0,0.17,0.11,0.90,0.15,0.60,0.06,1,0.93,0.30,0,0.98,0.92,0.02,0.30,0.12,0.57,0.99,0.08,0.13,0
1628,1,1,0,0.61,0.98,0.22,0.50,0.71,0.68,0,0.39,0.08,0,0.73,0.89,0.78,0.25,0.44,0.88,0.80,0.57,0.23,1
1629,1,1,0,0.17,0.32,0.08,0.49,0.67,0.57,1,0.66,0.21,0,0.70,0.41,0.64,0.18,0.45,0.84,0.49,0.03,0.55,0
1630,1,1,0,0.44,0.66,0.43,0.58,0.35,0.07,0,0.67,0.54,1,0.61,0.66,0.13,0.83,0.38,0.97,0.19,0.36,0.91,0
1631,1,0,0,0.59,0.86,0.95,0.68,0.37,0.87,1,0.54,0.68,0,0.65,0.34,0.51,0.76,0.39,0.06,0.15,0.25,0.45,1
1632,1,1,0,0.15,0.54,0.94,0.46,0.34,0.53,1,0.08,0.09,0,0.89,0.25,0.37,0.68,0.56,0.81,0.86,0.74,0.20,1
1633,1,0,0,0.80,0.86,0.20,0.13,0.68,0.20,0,0.93,0.55,0,0.70,0.48,0.81,0.49,0.40,0.90,0.71,0.20,0.29,0
1634,1,1,0,0.97,0.00,0.76,0.46,0.70,0.40,0,0.45,0.26,1,0.14,0.06,0.18,0.56,0.48,0.36,1.00,0.98,0.86,0
1635,1,1,0,0.75,0.44,0.46,0.54,0.68,0.64,0,0.88,0.52,0,0.84,0.18,0.16,0.40,0.26,0.56,0.36,0.89,0.88,1
1636,1,1,0,0.25,0.04,0.96,0.46,0.76,0.59,1,0.52,0.06,1,0.46,0.81,0.82,0.47,0.51,0.15,0.98,0.13,0.19,1
1637,1,1,0,0.53,0.27,0.82,0.31,0.64,0.37,0,0.90,0.65,0,0.70,0.01,0.97,0.72,0.77,0.16,0.06,0.42,0.60,1
1638,1,1,0,0.94,0.82,0.81,0.66,0.28,0.97,0,0.21,0.35,0,0.46,0.02,0.81,0.86,0.39,0.78,0.68,0.34,0.97,0
1639,1,1,0,0.22,0.26,0.48,0.17,0.85,0.66,1,0.46,0.20,1,0.86,0.79,0.49,0.67,0.55,0.33,0.13,0.38,0.54,1
1640,1,0,0,0.04,0.21,0.83,0.28,0.69,0.90,0,0.07,0.38,1,0.30,0.51,0.03,0.65,0.13,0.81,0.04,0.54,0.32,0
1641,1,1,0,0.97,0.87,0.28,0.54,0.58,0.02,1,0.15,0.10,1,0.73,0.86,0.49,0.38,0.35,0.49,0.22,0.61,0.40,1
1642,1,1,0,0.37,0.52,0.66,0.36,0.40,0.42,1,0.14,0.30,0,0.42,0.56,0.10,0.84,0.37,0.88,0.09,0.32,0.06,0
1643,1,1,0,0.96,0.60,0.68,0.45,0.70,0.55,0,0.54,0.58,1,0.56,0.48,0.02,0.32,0.23,0.30,0.24,0.45,0.29,0
1644,1,1,0,0.91,0.57,0.08,0.13,0.45,0.96,0,0.89,0.22,0,0.69,0.01,0.98,0.90,0.67,0.62,0.52,0.04,0.66,0
1645,1,1,0,0.88,0.29,0.65,0.22,0.51,0.12,0,0.82,0.54,1,0.82,0.58,0.69,0.27,0.07,0.35,0.47,0.35,0.94,1
1646,1,1,0,0.16,0.79,0.73,0.13,0.86,0.90,0,0.59,0.46,1,0.33,0.67,0.42,0.83,0.56,0.21,0.26,0.28,0.67,1
1647,1,1,0,0.50,0.16,0.68,0.26,0.59,0.29,0,0.13,0.11,0,0.14,0.71,0.99,0.84,0.25,0.23,0.74,0.63,0.44,1
1648,1,1,1,0.85,0.11,0.17,0.04,0.96,0.07,1,0.54,0.10,0,0.52,0.61,0.90,0.29,0.37,0.34,0.70,0.95,0.52,0
1649,1,1,0,0.86,0.91,0.30,0.22,0.87,0.62,0,0.52,0.35,0,0.01,0.09,0.18,0.48,0.20,0.51,0.03,0.76,0.09,0
1650,1,1,1,0.15,0.41,0.81,0.31,0.80,0.37,1,0.80,0.16,1,0.72,0.41,0.99,0.23,0.30,0.14,0.55,0.73,0.24,0
1651,1,1,0,0.53,0.22,0.75,0.75,0.17,0.87,0,0.83,0.61,1,0.22,0.12,0.17,0.62,0.28,0.45,0.65,0.08,0.20,0
1652,1,1,0,0.15,0.33,0.51,0.14,0.53,0.06,0,0.06,0.39,0,0.64,0.92,0.57,0.32,0.46,0.02,0.91,0.69,0.22,1
1653,1,0,0,0.67,0.15,0.51,0.18,0.90,0.85,1,0.33,0.53,1,0.29,0.34,0.37,0.95,0.19,0.23,0.19,0.67,0.93,0
1654,1,1,0,0.29,0.08,0.69,0.50,0.67,0.59,0,0.23,0.08,0,0.07,0.25,0.79,0.47,0.54,0.54,0.89,0.42,0.92,1
1655,1,1,0,0.86,0.87,0.47,0.35,0.57,0.12,0,0.42,0.40,0,0.81,0.89,0.63,0.47,0.08,0.63,0.74,0.13,0.91,1
1656,1,1,0,0.98,0.66,0.40,0.20,0.90,0.59,0,0.89,0.24,1,0.90,0.93,0.17,0.49,0.33,0.76,0.86,0.39,0.95,1
1657,1,1,0,0.85,0.86,0.96,0.49,0.36,0.44,0,0.30,0.41,1,0.72,0.01,0.07,0.47,0.47,0.14,0.86,0.25,0.70,0
1658,1,1,0,0.12,0.38,0.80,0.46,0.57,0.35,0,0.30,0.50,1,0.09,0.32,0.81,0.09,0.39,0.40,0.83,0.39,0.25,1
1659,1,1,0,0.23,0.85,0.39,0.26,0.49,0.84,0,0.18,0.48,0,0.50,0.83,0.02,0.70,0.59,0.42,0.44,0.64,0.46,1
1660,1,0,0,0.95,0.76,0.28,0.44,0.53,0.25,1,0.37,0.03,0,0.66,0.80,0.89,0.23,0.28,0.77,0.91,0.69,0.18,0
1661,1,1,0,0.49,0.14,0.04,0.10,0.70,0.30,1,0.55,0.62,0,0.13,0.25,0.85,0.15,0.07,0.09,0.27,0.90,0.74,0
1662,1,1,0,0.95,0.26,0.59,0.49,0.36,0.80,0,0.38,0.64,1,0.84,0.59,0.66,0.35,0.15,0.58,0.91,0.01,0.72,1
1663,1,1,0,0.38,0.56,0.39,0.30,0.46,0.09,1,0.40,0.48,0,0.30,0.18,0.15,0.41,0.33,0.00,0.90,0.10,0.08,0
1664,1,1,0,0.65,0.67,0.69,0.46,0.33,0.81,1,0.39,0.41,1,0.96,0.36,0.36,0.42,0.16,0.06,0.55,0.05,0.99,1
1665,1,1,0,0.10,0.24,0.70,0.38,0.39,0.02,0,0.60,0.49,1,0.55,0.67,0.47,0.64,0.42,0.21,0.77,0.35,0.33,1
1666,1,0,0,0.08,0.67,0.14,0.17,0.42,0.53,0,0.98,0.15,0,0.22,0.23,0.34,0.55,0.43,0.33,0.23,0.06,0.10,1
1667,1,1,0,0.68,0.39,1.00,0.27,0.71,0.14,0,0.67,0.02,0,0.90,0.32,0.67,0.18,0.12,0.05,0.64,0.34,0.16,1
1668,1,0,0,0.39,0.83,0.55,0.39,0.37,0.84,1,0.71,0.29,0,0.67,0.63,0.34,0.44,0.19,0.27,0.83,0.10,0.86,0
1669,1,1,0,0.21,0.76,0.67,0.59,0.66,0.54,1,0.17,0.15,0,0.85,0.73,0.71,0.50,0.31,0.24,0.45,0.15,0.65,1
1670,1,1,0,0.52,0.59,0.86,0.70,0.29,0.71,1,0.38,0.36,1,0.20,0.00,0.96,0.36,0.21,0.97,0.72,0.09,0.43,1
1671,1,1,0,0.97,0.78,0.53,0.56,0.65,0.37,1,0.18,0.07,1,0.13,0.72,0.31,0.21,0.38,0.39,0.75,0.29,0.94,0
1672,1,1,0,0.22,0.12,0.28,0.51,0.31,0.59,1,0.97,0.48,1,0.45,0.57,0.33,0.51,0.30,0.46,0.83,0.94,0.60,1
1673,1,1,0,0.25,0.83,0.82,0.27,0.67,0.20,0,0.36,0.48,0,0.69,0.99,0.51,0.01,0.14,0.07,0.46,0.74,0.80,0
1674,1,0,0,0.48,0.61,0.00,0.06,0.67,0.95,0,0.33,0.36,1,0.24,0.70,0.88,0.87,0.31,0.14,0.68,0.62,0.70,1
1675,1,0,0,0.72,0.08,0.62,0.59,0.34,0.47,1,0.09,0.32,1,0.87,0.82,0.60,0.02,0.01,0.05,0.32,0.11,0.21,0
1676,1,1,0,0.65,0.14,0.04,0.33,0.78,0.34,0,0.22,0.57,1,0.33,0.02,0.87,0.23,0.28,0.10,0.27,0.30,0.60,0
1677,1,0,1,0.67,0.02,0.12,0.48,0.44,0.79,0,0.47,0.21,1,0.66,0.50,0.20,0.34,0.06,0.86,0.02,0.33,0.78,1
1678,1,1,0,0.30,0.60,0.76,0.49,0.46,0.59,0,0.03,0.37,0,0.25,0.48,0.73,0.54,0.50,0.66,0.23,0.94,0.77,0
1679,1,1,0,0.99,0.83,0.31,0.20,0.77,0.80,0,1.00,0.38,1,0.03,0.11,0.68,0.11,0.19,0.12,0.94,0.80,0.91,0
1680,1,1,0,0.44,0.46,0.89,0.33,0.46,0.32,0,0.44,0.60,0,0.06,0.35,0.19,0.56,0.52,0.33,0.20,0.83,0.85,0
1681,1,0,0,0.34,0.45,0.16,0.38,0.75,0.04,1,0.06,0.28,1,0.13,0.82,0.89,0.65,0.68,0.56,0.31,0.37,0.24,1
1682,1,1,1,0.11,0.75,0.79,0.49,0.46,0.52,1,0.96,0.06,0,0.39,0.06,0.91,0.46,0.44,0.05,0.29,0.96,0.05,1
1683,1,0,0,0.47,0.10,0.54,0.44,0.29,0.44,1,0.58,0.36,0,0.01,0.24,0.99,0.69,0.37,0.52,0.23,0.29,0.78,0
1684,1,1,0,0.79,0.93,0.50,0.17,0.81,0.99,1,0.92,0.25,0,0.81,0.75,0.02,0.91,0.48,0.67,0.96,0.79,0.46,1
1685,1,1,0,0.97,0.93,0.34,0.30,0.83,0.51,0,0.81,0.61,1,0.99,0.69,0.51,0.97,0.53,0.29,0.99,1.00,0.97,1
1686,1,1,1,0.11,0.40,0.51,0.41,0.67,0.83,1,0.59,0.49,0,0.21,0.73,0.24,0.80,0.34,0.45,0.95,0.41,0.93,0
1687,1,1,1,0.03,0.48,0.96,0.30,0.85,0.88,1,0.68,0.37,0,0.29,0.27,0.42,0.12,0.49,0.66,0.01,0.08,0.94,1
1688,1,1,0,0.80,0.54,0.79,0.68,0.55,0.30,0,0.24,0.24,1,0.87,0.01,0.34,0.50,0.18,0.82,0.06,0.77,0.43,0
1689,1,1,0,0.23,0.06,0.22,0.47,0.67,0.08,1,0.85,0.68,0,0.80,0.81,0.34,0.28,0.24,0.27,0.39,0.09,0.50,1
1690,1,1,0,0.70,0.03,0.37,0.47,0.51,0.66,0,0.59,0.33,1,0.40,0.10,0.77,0.29,0.36,0.44,0.45,0.88,0.78,1
1691,1,1,0,0.30,0.34,0.99,0.41,0.63,0.67,0,0.36,0.47,0,0.33,0.33,0.02,0.27,0.19,0.73,0.51,0.21,0.52,0
1692,1,0,0,0.97,0.49,0.55,0.37,0.54,0.35,0,0.96,0.81,1,0.44,0.84,0.84,0.29,0.55,0.55,0.11,0.12,0.20,1
1693,1,0,0,0.19,0.46,0.53,0.18,0.41,0.83,1,0.29,0.27,0,0.24,0.73,0.02,0.06,0.26,0.84,0.29,0.64,0.61,1
1694,1,0,0,0.39,0.88,0.19,0.54,0.62,0.61,0,0.78,0.40,1,0.25,0.23,0.37,0.61,0.53,0.67,0.57,0.13,0.93,0
1695,1,0,0,0.41,0.72,0.80,0.57,0.61,0.91,1,0.19,0.13,1,0.88,0.61,0.11,0.90,0.38,0.51,0.15,0.41,0.60,0
1696,1,1,0,0.96,0.71,0.87,0.37,0.58,0.67,0,0.36,0.19,0,0.27,0.26,0.14,0.96,0.35,0.40,0.88,0.01,0.07,1
1697,1,1,0,0.79,0.60,0.95,0.65,0.40,0.95,1,0.44,0.29,0,0.13,0.31,0.88,0.54,0.35,0.83,0.44,0.86,0.86,1
1698,1,0,0,0.10,0.60,0.22,0.34,0.58,0.83,1,0.65,0.24,0,0.47,0.28,0.08,0.30,0.22,0.51,0.13,0.84,0.15,1
1699,1,1,0,0.64,0.03,0.95,0.41,0.72,0.10,1,0.95,0.50,0,0.63,0.57,0.80,0.91,0.91,0.09,0.97,0.07,0.72,0
1700,1,1,1,0.04,0.37,0.56,0.33,0.68,0.25,0,0.77,0.43,1,0.48,0.63,0.21,0.33,0.05,0.35,0.89,0.76,0.21,0
1701,1,1,0,0.32,0.89,0.87,0.63,0.22,0.51,0,0.96,0.32,1,0.44,0.67,0.04,0.03,0.48,0.93,0.23,0.08,0.60,0
1702,1,1,1,0.07,0.56,0.71,0.32,0.77,0.57,1,0.76,0.34,0,0.52,1.00,0.69,0.22,0.22,0.07,0.17,0.47,0.54,0
1703,1,1,0,0.22,0.28,0.10,0.33,0.44,0.95,0,0.30,0.46,1,0.11,0.59,0.10,0.58,0.31,0.47,0.20,0.97,0.69,1
1704,1,1,0,0.64,0.46,0.07,0.07,0.59,0.07,0,0.67,0.66,1,0.29,0.48,0.85,0.02,0.39,0.08,0.49,0.58,0.15,1
1705,1,1,0,0.36,0.56,0.79,0.57,0.50,0.04,0,0.97,0.39,1,0.16,0.84,0.95,0.05,0.07,0.44,0.26,0.68,0.39,0
1706,1,1,0,0.20,0.83,0.27,0.42,0.62,0.34,0,0.18,0.25,1,0.35,0.13,0.71,0.92,0.33,0.66,0.19,0.36,0.07,0
1707,1,1,0,0.48,0.41,0.19,0.56,0.37,0.96,0,0.39,0.34,0,0.89,0.48,0.20,0.08,0.23,0.68,0.86,0.25,0.27,1
1708,1,1,0,0.05,0.69,0.03,0.05,0.96,0.19,1,0.20,0.23,1,0.86,0.08,0.08,0.80,0.73,0.33,0.46,0.32,0.46,1
1709,1,1,0,0.83,0.97,0.46,0.44,0.55,1.00,1,0.78,0.26,1,0.24,0.28,0.19,0.62,0.45,0.30,0.96,0.48,0.58,1
1710,1,1,0,0.27,0.51,0.23,0.11,0.89,0.51,1,0.28,0.28,1,0.07,0.63,0.70,0.27,0.40,0.89,0.29,0.48,0.73,0
1711,1,1,0,0.12,0.91,0.48,0.24,0.71,0.77,1,0.06,0.38,0,0.39,0.09,0.89,0.16,0.35,0.40,0.86,0.94,0.53,0
1712,1,1,0,0.57,0.75,0.20,0.29,0.42,0.75,0,0.18,0.41,0,0.97,0.59,0.16,0.71,0.21,0.73,0.86,0.02,0.95,1
1713,1,1,0,0.82,0.79,0.17,0.30,0.53,0.05,1,0.11,0.47,0,0.68,0.78,0.31,0.15,0.37,0.26,0.12,0.74,0.53,1
1714,1,1,0,0.59,0.66,0.30,0.39,0.80,0.82,0,0.74,0.34,0,0.78,0.82,0.84,0.98,0.40,0.65,0.16,0.53,0.42,1
1715,1,0,0,0.76,0.60,0.20,0.17,0.50,0.35,1,0.18,0.47,1,0.07,0.78,0.70,0.44,0.42,0.17,0.87,0.68,0.09,1
1716,1,1,0,0.28,0.37,0.15,0.30,0.67,0.38,1,0.91,0.64,1,0.40,0.40,0.05,0.47,0.23,0.00,0.87,0.91,0.17,0
1717,1,1,0,0.34,0.44,0.35,0.29,0.40,0.22,0,0.69,0.39,0,0.18,0.47,0.50,0.49,0.47,0.91,0.32,0.19,0.72,1
1718,1,1,0,0.23,0.04,0.37,0.13,0.65,0.99,0,0.79,0.38,1,0.70,0.66,0.27,0.79,0.32,0.28,0.29,0.62,0.37,0
1719,1,1,0,0.50,0.43,0.69,0.53,0.71,0.43,0,0.39,0.58,1,0.56,0.07,0.28,0.97,0.55,0.13,0.51,0.38,0.57,1
1720,1,1,0,0.18,0.27,0.41,0.26,0.48,0.67,0,0.91,0.62,1,0.92,0.76,0.13,0.91,0.44,0.71,0.70,0.66,0.99,1
1721,1,1,0,0.91,0.26,0.10,0.22,0.48,0.26,0,0.82,0.73,1,0.47,0.56,0.52,0.96,0.75,0.34,0.87,0.62,0.43,0
1722,1,1,0,0.77,0.70,0.28,0.29,0.36,0.01,0,0.13,0.06,1,0.18,0.62,0.04,0.81,0.38,0.24,0.98,0.50,0.56,1
1723,1,1,0,0.21,0.58,0.11,0.05,0.67,0.60,1,0.22,0.38,1,0.31,0.43,0.31,0.66,0.43,0.95,0.13,0.24,0.27,0
1724,1,1,0,0.27,0.21,0.30,0.44,0.33,0.00,0,0.47,0.26,0,0.28,0.63,0.60,0.07,0.17,0.60,0.06,0.32,0.83,1
1725,1,1,0,0.27,0.60,0.07,0.30,0.53,0.53,0,0.29,0.20,0,0.69,0.36,0.86,0.80,0.34,0.44,0.45,0.26,0.08,0
1726,1,1,0,0.35,0.92,0.41,0.58,0.66,0.05,0,0.34,0.51,0,0.88,0.05,0.90,0.33,0.19,0.30,0.06,0.17,0.01,1
1727,1,1,0,0.10,0.31,0.55,0.43,0.58,0.86,0,0.67,0.49,1,0.37,0.05,0.63,0.44,0.33,0.35,0.45,0.49,0.72,0
1728,1,1,1,0.14,0.44,0.86,0.41,0.52,0.80,1,0.37,0.42,1,0.11,0.31,0.57,0.06,0.09,0.10,0.73,0.51,0.53,1
1729,1,1,0,0.69,0.39,0.89,0.17,0.54,0.06,0,0.01,0.35,1,0.93,0.76,0.91,0.16,0.57,0.53,0.10,0.14,0.75,1
1730,1,1,0,0.63,0.23,0.29,0.07,0.51,0.31,0,0.76,0.24,0,0.88,0.36,0.59,0.05,0.36,0.56,0.54,0.36,0.29,0
1731,1,1,0,0.22,0.05,0.65,0.18,0.88,0.49,1,0.51,0.42,0,0.96,0.19,0.04,0.44,0.16,0.43,0.07,0.10,0.70,0
1732,1,1,1,0.83,0.42,0.84,0.58,0.53,0.64,1,0.84,0.70,1,0.89,0.44,0.29,0.42,0.29,0.99,0.83,0.10,0.80,0
1733,1,1,0,0.56,0.61,0.41,0.32,0.76,0.77,0,0.75,0.38,0,0.12,0.54,0.32,0.20,0.53,0.70,0.01,0.27,0.12,1
1734,1,1,0,0.41,0.05,0.32,0.22,0.67,0.16,0,0.18,0.51,1,0.56,0.22,0.37,0.98,0.60,0.38,0.73,0.39,0.80,1
1735,1,1,0,0.24,0.01,0.59,0.34,0.49,0.83,0,0.18,0.25,0,0.81,0.64,0.67,0.77,0.09,0.18,0.65,0.02,0.82,0
1736,1,1,0,0.28,0.99,0.46,0.46,0.38,0.50,1,0.02,0.23,1,0.93,0.73,0.24,0.29,0.49,0.60,0.89,0.43,0.37,0
1737,1,0,0,0.68,0.83,0.53,0.15,0.61,0.84,1,0.90,0.69,0,0.76,0.31,0.82,0.54,0.30,0.52,0.41,0.00,0.87,1
1738,1,1,1,0.10,0.82,0.85,0.62,0.39,0.04,1,0.31,0.58,1,0.48,0.50,0.58,0.03,0.45,0.01,0.44,0.75,0.71,1
1739,1,1,0,0.42,0.76,0.97,0.62,0.46,0.47,0,0.61,0.72,1,0.39,0.97,0.97,0.02,0.19,0.80,0.99,0.34,0.14,0
1740,1,1,1,0.20,0.06,0.57,0.58,0.45,0.24,1,0.66,0.43,0,0.10,0.87,0.43,0.01,0.19,0.14,0.56,0.01,0.60,0
1741,1,1,0,0.66,0.37,0.63,0.10,0.95,0.84,1,0.91,0.34,1,0.31,0.15,0.90,0.72,0.63,0.11,0.40,0.55,0.11,1
1742,1,1,0,0.96,0.35,0.77,0.47,0.49,0.66,0,0.68,0.39,0,0.01,0.97,0.65,0.81,0.22,0.07,0.46,0.30,0.13,0
1743,1,1,1,0.52,0.61,0.91,0.62,0.62,0.90,1,0.80,0.39,1,0.52,0.39,0.77,0.02,0.24,0.37,0.35,0.99,0.97,0
1744,1,1,0,0.67,0.88,0.48,0.38,0.67,0.52,0,0.72,0.41,0,0.14,0.19,0.31,0.08,0.10,0.00,0.97,0.80,0.69,1
1745,1,1,0,0.87,0.63,0.27,0.10,0.72,0.90,1,0.19,0.13,1,0.95,0.58,0.74,0.78,0.35,0.60,0.52,0.67,0.47,0
1746,1,1,0,0.63,0.00,0.77,0.12,0.66,0.12,1,0.88,0.77,1,0.91,0.49,0.11,0.48,0.26,0.47,0.60,0.40,0.93,1
1747,1,1,0,0.88,0.50,0.75,0.48,0.46,0.17,0,0.95,0.68,0,0.51,0.95,0.02,0.21,0.41,0.84,0.92,0.79,0.38,0
1748,1,1,0,0.02,0.16,0.02,0.49,0.61,0.92,1,0.34,0.55,1,0.43,0.25,0.37,0.90,0.71,0.59,0.85,0.44,0.71,0
1749,1,1,0,0.68,0.95,0.65,0.50,0.73,0.41,1,0.61,0.23,0,0.60,0.86,0.47,0.26,0.45,0.56,0.38,0.55,0.14,1
1750,1,1,0,0.14,0.59,0.24,0.13,0.82,0.16,0,0.75,0.62,1,0.15,0.21,0.33,0.31,0.11,0.26,0.21,0.31,0.87,0
1751,1,0,0,0.57,0.98,0.62,0.45,0.39,0.31,1,0.46,0.40,0,0.39,0.38,0.44,0.66,0.66,0.89,0.17,0.07,0.91,0
1752,1,1,0,0.12,0.39,0.99,0.65,0.53,0.71,1,0.56,0.50,1,0.90,0.85,0.99,0.81,0.34,0.26,0.73,0.24,0.81,1
1753,1,0,0,0.77,0.94,0.18,0.19,0.67,0.05,1,0.97,0.60,0,0.33,0.73,0.17,0.16,0.05,0.66,0.33,0.19,0.55,1
1754,1,1,0,0.09,0.98,0.41,0.33,0.78,0.54,1,0.80,0.39,0,0.82,0.83,0.92,0.75,0.60,0.88,0.68,0.74,0.54,0
1755,1,1,0,0.78,0.13,0.05,0.05,0.66,0.35,1,0.21,0.53,1,0.20,0.09,0.18,0.05,0.22,0.11,0.34,0.40,0.18,0
1756,1,1,0,0.29,0.14,0.62,0.27,0.83,0.32,1,0.06,0.41,1,0.72,0.09,0.31,0.50,0.15,0.04,0.70,0.86,0.47,0
1757,1,1,0,0.28,0.39,0.33,0.55,0.36,0.12,1,0.44,0.37,0,0.45,0.56,0.58,0.28,0.40,0.46,0.24,0.61,0.94,1
1758,1,1,0,0.10,0.23,0.36,0.38,0.67,0.57,0,0.49,0.21,0,0.13,0.03,0.32,0.79,0.44,0.06,0.17,0.08,0.26,0
1759,1,0,0,0.18,0.88,0.58,0.62,0.34,0.22,1,0.40,0.46,1,0.53,0.02,0.50,0.83,0.48,0.56,0.22,0.38,0.27,0
1760,1,1,0,0.68,0.96,0.54,0.49,0.72,1.00,0,0.99,0.26,0,0.33,0.56,0.23,0.45,0.10,0.21,0.95,0.30,0.73,1
1761,1,1,0,0.41,0.83,0.53,0.47,0.39,0.14,0,0.36,0.46,0,0.03,0.77,0.14,0.11,0.24,0.69,0.29,0.57,0.48,0
1762,1,1,0,0.18,0.10,0.99,0.84,0.36,0.11,1,0.25,0.04,1,0.70,0.94,0.58,0.55,0.54,0.40,0.33,0.38,0.03,1
1763,1,1,0,0.74,0.13,0.30,0.21,0.40,0.04,1,0.55,0.11,0,0.09,0.28,0.57,0.32,0.33,0.71,0.78,0.49,0.44,0
1764,1,1,0,0.51,0.72,0.39,0.39,0.50,0.74,0,0.51,0.61,0,0.85,0.92,0.07,0.66,0.03,0.24,0.07,0.97,0.50,1
1765,1,1,0,0.42,0.82,0.72,0.58,0.22,0.91,0,0.71,0.73,1,0.19,0.49,0.80,0.81,0.41,0.48,0.07,0.50,0.86,0
1766,1,0,0,0.31,0.86,0.51,0.34,0.74,0.23,0,0.85,0.12,0,0.97,0.78,0.11,0.66,0.52,0.58,0.54,0.41,0.36,1
1767,1,1,1,0.13,0.53,0.18,0.46,0.76,0.11,1,0.72,0.67,1,0.20,0.40,0.67,0.81,0.26,0.77,0.83,0.08,0.63,1
1768,1,1,1,0.18,0.38,0.56,0.16,0.66,0.68,1,0.10,0.08,1,0.95,0.26,0.24,0.45,0.56,0.73,0.39,0.03,0.88,1
1769,1,1,0,0.36,0.13,0.37,0.27,0.45,0.20,1,0.37,0.48,0,0.94,0.30,0.84,0.76,0.14,0.82,0.09,0.90,0.33,1
1770,1,0,0,0.38,0.24,0.94,0.30,0.41,0.85,0,0.68,0.31,1,0.09,0.98,0.10,0.43,0.63,0.64,0.38,0.27,0.42,0
1771,1,1,0,0.97,0.41,0.54,0.47,0.71,0.71,0,0.42,0.32,0,0.57,0.73,0.62,0.75,0.19,0.17,0.17,0.16,0.85,1
1772,1,1,0,0.07,0.88,0.97,0.28,0.52,0.11,1,0.29,0.44,0,0.41,0.80,0.78,0.97,0.17,0.70,0.78,0.43,0.23,1
1773,1,0,1,0.74,0.79,0.93,0.16,0.46,0.05,1,0.79,0.52,1,0.66,0.29,0.55,0.10,0.53,0.65,0.69,0.45,0.76,1
1774,1,1,1,0.81,0.89,0.32,0.48,0.63,0.45,1,0.65,0.51,1,0.10,0.59,0.51,0.93,0.48,0.41,0.11,0.08,0.37,0
1775,1,1,0,0.76,0.18,0.39,0.52,0.56,0.34,1,0.09,0.14,0,0.03,0.35,0.96,0.57,0.65,0.47,0.45,0.39,0.53,1
